trialNum,resgister,reading (mm),strength,expected distance (mm)
5,1.0,155.0,-12231.0,250
5,2.0,214.0,-17432.0,250
5,0.0,40.0,2159.0,250
5,1.0,155.0,-12484.0,250
5,2.0,213.0,-17331.0,250
5,0.0,40.0,2043.0,250
5,1.0,155.0,-12568.0,250
5,2.0,224.0,-17087.0,250
5,0.0,40.0,2107.0,250
5,1.0,155.0,-12163.0,250
5,2.0,214.0,-17162.0,250
5,0.0,41.0,2142.0,250
5,1.0,156.0,-12243.0,250
5,2.0,216.0,-17568.0,250
5,0.0,40.0,2086.0,250
5,1.0,155.0,-12347.0,250
5,2.0,226.0,-17363.0,250
5,0.0,41.0,2187.0,250
5,1.0,156.0,-12022.0,250
5,2.0,231.0,-16336.0,250
5,0.0,40.0,2135.0,250
5,1.0,156.0,-12410.0,250
5,2.0,224.0,-17037.0,250
5,0.0,41.0,2192.0,250
5,1.0,156.0,-12371.0,250
5,2.0,226.0,-16955.0,250
5,0.0,40.0,1996.0,250
5,1.0,156.0,-12649.0,250
5,2.0,224.0,-17332.0,250
5,0.0,40.0,2157.0,250
5,1.0,156.0,-12544.0,250
5,2.0,214.0,-17499.0,250
5,0.0,40.0,2102.0,250
5,1.0,155.0,-12506.0,250
5,2.0,212.0,-17287.0,250
5,0.0,41.0,2143.0,250
5,1.0,155.0,-12042.0,250
5,2.0,215.0,-17594.0,250
5,0.0,40.0,2107.0,250
5,1.0,155.0,-12293.0,250
5,2.0,214.0,-17354.0,250
5,0.0,40.0,2049.0,250
5,1.0,156.0,-12422.0,250
5,2.0,224.0,-17058.0,250
5,0.0,41.0,2195.0,250
5,1.0,156.0,-12434.0,250
5,2.0,215.0,-17435.0,250
5,0.0,41.0,2178.0,250
5,1.0,155.0,-12532.0,250
5,2.0,212.0,-17260.0,250
5,0.0,40.0,2028.0,250
5,1.0,156.0,-12551.0,250
5,2.0,213.0,-17801.0,250
5,0.0,40.0,2118.0,250
5,1.0,156.0,-12224.0,250
5,2.0,212.0,-17356.0,250
5,0.0,40.0,2154.0,250
5,1.0,156.0,-12473.0,250
5,2.0,226.0,-17274.0,250
5,0.0,41.0,2246.0,250
5,1.0,156.0,-12165.0,250
5,2.0,212.0,-17461.0,250
5,0.0,40.0,2091.0,250
5,1.0,156.0,-12700.0,250
5,2.0,213.0,-17543.0,250
5,0.0,40.0,2063.0,250
5,1.0,155.0,-12391.0,250
5,2.0,214.0,-17255.0,250
5,0.0,40.0,2090.0,250
6,1.0,156.0,-12608.0,240
6,0.0,104.0,-6441.0,240
